student_code,course_code,disability
B921867249,L300,FALSE
B921870434,L372,FALSE
B921878706,L372,FALSE
B921891462,K440,FALSE
B921894120,M300,FALSE
B921925217,L800,FALSE
B921951984,M300,FALSE
B921954066,LN14,FALSE
B922005420,L1N1,FALSE
B922012820,L800,FALSE
B922023099,L300,FALSE
B922052893,K102,FALSE
B922053812,LN14,FALSE
B922053889,K100,FALSE
B922092154,C802,FALSE
B922115899,C802,FALSE
B922116564,K440,FALSE
B922119635,L800,FALSE
B922146516,M100,FALSE
B922165481,L1N1,FALSE
B922168231,L100,FALSE
B922193680,M300,FALSE
B922205662,K440,FALSE
B922218776,M302,FALSE
B922230402,M100,FALSE
B922240021,L140,FALSE
B922260292,K100,FALSE
B922269918,M300,FALSE
B922280876,L300,FALSE
B922292215,L100,FALSE
B922307553,M300,FALSE
B922334928,M307,FALSE
B922338591,MM13,FALSE
B922374980,M300,FALSE
B922402607,L300,FALSE
B922424034,CL83,FALSE
B922430057,L100,FALSE
B922434930,M300,FALSE
B922436820,M300,FALSE
B922440609,M100,FALSE
B922452358,LN14,FALSE
B922487501,LN14,FALSE
B922501508,LN14,FALSE
B922502158,LN14,FALSE
B922508792,L400,FALSE
B922509180,L300,FALSE
B922525113,CL83,FALSE
B922532236,K100,FALSE
B922558627,M300,FALSE
B922561546,L1N1,FALSE
B922564248,L1N1,FALSE
B922573778,K440,FALSE
B922585210,L100,FALSE
B922597110,M300,FALSE
B922613513,M300,FALSE
B922619962,L800,FALSE
B922624575,L372,FALSE
B922628908,L800,FALSE
B922640999,L300,FALSE
B922692172,L1N1,FALSE
B922804007,M100,FALSE
B922830327,L400,FALSE
B922854356,K100,FALSE
B922858893,CL83,FALSE
B922858930,L300,FALSE
B922859317,LV17,FALSE
B922870127,K100,FALSE
B922871238,K440,FALSE
B922890907,M300,FALSE
B922903034,K440,FALSE
B922904341,M100,FALSE
B922917673,K440,FALSE
B922922703,L300,FALSE
B922938003,M100,FALSE
B922938508,L372,FALSE
B922938575,L400,FALSE
B923046493,L372,FALSE
B923126784,M100,FALSE
B923130851,M100,FALSE
B923147125,K100,FALSE
B923172275,C802,FALSE
B923178635,M300,FALSE
B923185954,MM13,FALSE
B923216122,M300,FALSE
B923252887,LN14,FALSE
B923393951,L100,FALSE
B923421014,K100,FALSE
B923524164,K100,FALSE
B923527774,K440,FALSE
B923548528,L1N1,FALSE
B923673141,K440,FALSE
B925112912,M300,FALSE
B926004089,M300,FALSE
B926031122,L800,FALSE
B926054257,M100,FALSE
B926067154,L800,FALSE
B926075780,L100,FALSE
B926083718,L800,FALSE
B926110368,L800,FALSE
B926116544,L800,FALSE
B926118939,M302,FALSE
B926137114,M300,FALSE
B926140343,L800,FALSE
B926155794,L100,FALSE
B926159219,L800,FALSE
B926159518,M100,FALSE
B926181335,L800,FALSE
B926198355,M300,FALSE
B926229958,L800,FALSE
B926257490,C802,FALSE
B926282355,L800,FALSE
B926293719,M302,FALSE
B926308149,M302,FALSE
B926326590,C802,FALSE
B926333716,L372,FALSE
B926348374,CL83,FALSE
B926382828,LN14,FALSE
B926426775,L372,FALSE
B926430990,CL83,FALSE
B926490329,L1N1,FALSE
B926515909,L1N1,FALSE
B926567908,L100,FALSE
B926583090,L800,FALSE
B926606573,L300,FALSE
B926684364,L372,FALSE
B926706242,L400,FALSE
B926737202,L134,FALSE
B926744772,L800,FALSE
B926777024,M300,FALSE
B926791260,C802,FALSE
B926844038,LN14,FALSE
B926939792,LN14,FALSE
B926968851,L1N3,FALSE
B927012674,L1N3,FALSE
B927371940,M100,FALSE
B927394396,L400,FALSE
B927431303,L800,FALSE
B927578309,M100,FALSE
B928084571,L300,FALSE
B928204490,L372,FALSE
B928204674,L1N1,FALSE
B928204696,LN14,FALSE
B928204711,L100,FALSE
B928204733,L100,FALSE
B928204755,M100,FALSE
B928208122,L400,FALSE
B928208166,L400,FALSE
B928208188,L400,FALSE
B928381621,LN14,FALSE
B928381632,K100,FALSE
B930060811,L400,FALSE
B930086017,L134,FALSE
B930091860,M300,FALSE
B930096717,M300,FALSE
B930131007,MM13,FALSE
B930134189,M300,FALSE
B930143859,L100,FALSE
B930171782,L800,FALSE
B930176329,K100,FALSE
B930178943,L100,FALSE
B930203821,M300,FALSE
B930214610,M302,FALSE
B930268738,M100,FALSE
B930269942,L800,FALSE
B930293545,L140,FALSE
B930305619,M300,FALSE
B930311067,M302,FALSE
B930312651,L1N1,FALSE
B930312695,M300,FALSE
B930358268,L1N1,FALSE
B930369954,N1R2,FALSE
B930393351,L100,FALSE
B930410418,L100,FALSE
B930410843,L800,FALSE
B930433635,CV87,FALSE
B930444099,CV87,FALSE
B930509594,C802,FALSE
B930520049,L800,FALSE
B930521725,C802,FALSE
B930590019,M300,FALSE
B930653244,K440,FALSE
B930696089,M300,FALSE
B930747370,K452,FALSE
B930747381,K451,FALSE
B930747392,K452,FALSE
B930747428,K452,FALSE
B930747439,K451,FALSE
B930747440,K451,FALSE
B930747473,K451,FALSE
B930747495,K451,FALSE
B930747509,K451,FALSE
B930747521,K451,FALSE
B930747543,K451,FALSE
B930747554,K452,FALSE
B930747565,K451,FALSE
B930796507,CV87,FALSE
B930835851,L100,FALSE
B930899668,L800,FALSE
B930940742,C802,FALSE
B931004520,C802,FALSE
B931017405,K100,FALSE
B931167065,L100,FALSE
B931237357,L100,FALSE
B931318944,L800,FALSE
B931396067,L140,FALSE
B931419735,K440,FALSE
B931575237,CL83,FALSE
B931578294,M300,FALSE
B931727733,M100,FALSE
B931753813,K100,FALSE
B931765104,L100,FALSE
B931916843,C802,FALSE
B932311926,M300,FALSE
B933343849,M300,FALSE
B933498172,LN14,FALSE
B933590742,K440,FALSE
B935010051,M300,FALSE
B935010453,L1N1,FALSE
B935012790,K100,FALSE
B935016145,M300,FALSE
B935017407,MM13,FALSE
B935018909,L800,FALSE
B935020289,L800,FALSE
B935020485,M300,FALSE
B935020636,M300,FALSE
B935025413,M300,FALSE
B935026421,L800,FALSE
B935027945,M300,FALSE
B935030211,M300,FALSE
B935032008,M300,FALSE
B935032178,M300,FALSE
B935032259,L300,FALSE
B935034105,M300,FALSE
B935034389,M300,FALSE
B935038192,L400,FALSE
B935038354,C802,FALSE
B935040818,C802,FALSE
B935041228,M300,FALSE
B935042373,L1N1,FALSE
B935045846,M300,FALSE
B935049590,L372,FALSE
B935049958,L1N1,FALSE
B935051308,M300,FALSE
B935052165,M300,FALSE
B935052800,M302,FALSE
B935052981,L100,FALSE
B935053195,K440,FALSE
B935055948,K100,FALSE
B935056107,M302,FALSE
B935057296,M300,FALSE
B935058422,L100,FALSE
B935059083,L100,FALSE
B935061606,L100,FALSE
B935067424,L100,FALSE
B935069587,M300,FALSE
B935071351,M100,FALSE
B935073012,M300,FALSE
B935073768,L100,FALSE
B935075027,M300,FALSE
B935076275,M300,FALSE
B935078659,M300,FALSE
B935079221,M300,FALSE
B935079634,M300,FALSE
B935081202,K100,FALSE
B935082449,L140,FALSE
B935085679,L800,FALSE
B935090684,C802,FALSE
B935094604,L100,FALSE
B935095999,M300,FALSE
B935096837,M302,FALSE
B935097719,L372,FALSE
B935098738,M300,FALSE
B935099757,M300,FALSE
B935099861,M300,FALSE
B935100684,L372,FALSE
B935101072,M300,FALSE
B935106413,L800,FALSE
B935108923,L1N1,FALSE
B935113178,K100,FALSE
B935113237,LV17,FALSE
B935115471,M300,FALSE
B935117132,N1R1,FALSE
B935117257,L800,FALSE
B935117268,M300,FALSE
B935117350,M300,FALSE
B935118427,L800,FALSE
B935120291,M302,FALSE
B935125104,K440,FALSE
B935125377,M300,FALSE
B935125414,L100,FALSE
B935135848,M302,FALSE
B935136812,M300,FALSE
B935141805,L100,FALSE
B935143566,M100,FALSE
B935144460,M100,FALSE
B935146903,LN14,FALSE
B935148561,L1N1,FALSE
B935149890,C802,FALSE
B935150117,K100,FALSE
B935151882,M100,FALSE
B935152074,K100,FALSE
B935152904,M300,FALSE
B935154528,L100,FALSE
B935159464,M300,FALSE
B935161157,L100,FALSE
B935163542,M300,FALSE
B935164192,M300,FALSE
B935165627,M300,FALSE
B935166842,M100,FALSE
B935166901,L140,FALSE
B935167713,M300,FALSE
B935167791,L800,FALSE
B935168592,M300,FALSE
B935169739,M300,FALSE
B935169924,L100,FALSE
B935175040,M300,FALSE
B935175899,L800,FALSE
B935177837,L100,FALSE
B935178155,L800,FALSE
B935179819,MM13,FALSE
B935182820,L100,FALSE
B935182901,M300,FALSE
B935183115,N1R1,FALSE
B935185603,C802,FALSE
B935188257,L140,FALSE
B935192900,L800,FALSE
B935193479,L800,FALSE
B935194247,M302,FALSE
B935201730,M300,FALSE
B935201903,M300,FALSE
B935202265,L100,FALSE
B935204616,MM13,FALSE
B935206171,K440,FALSE
B935207190,M300,FALSE
B935207570,M100,FALSE
B935212530,M300,FALSE
B935212622,M300,FALSE
B935212633,M300,FALSE
B935212655,M300,FALSE
B935213489,K100,FALSE
B935214615,M300,FALSE
B935215922,L400,FALSE
B935216882,L100,FALSE
B935217959,M300,FALSE
B935220328,L100,FALSE
B935221473,N1R1,FALSE
B935222126,M300,FALSE
B935222159,M300,FALSE
B935223307,M300,FALSE
B935223503,M300,FALSE
B935223662,K100,FALSE
B935227969,L1N1,FALSE
B935230822,M100,FALSE
B935231128,MM13,FALSE
B935231999,L100,FALSE
B935236112,M300,FALSE
B935236547,L100,FALSE
B935237533,N1R2,FALSE
B935238518,M300,FALSE
B935242401,M302,FALSE
B935243073,LN14,FALSE
B935244209,L100,FALSE
B935248148,MM13,FALSE
B935248986,L800,FALSE
B935249581,K100,FALSE
B935250082,M300,FALSE
B935250680,M300,FALSE
B935250989,N1R2,FALSE
B935251698,L1N1,FALSE
B935252880,M302,FALSE
B935254138,CV87,FALSE
B935255607,LN14,FALSE
B935255836,L372,FALSE
B935257276,L400,FALSE
B935257782,LN14,FALSE
B935263990,L800,FALSE
B935268087,L100,FALSE
B935271744,M300,FALSE
B935273003,MM13,FALSE
B935274022,M100,FALSE
B935274848,L100,FALSE
B935275410,M300,FALSE
B935276417,K100,FALSE
B935278673,K102,FALSE
B935279050,M300,FALSE
B935279186,L400,FALSE
B935279337,M100,FALSE
B935279935,MM13,FALSE
B935280724,L100,FALSE
B935281640,M300,FALSE
B935281673,L100,FALSE
B935282223,M302,FALSE
B935283068,L100,FALSE
B935283286,M300,FALSE
B935284939,M302,FALSE
B935285431,L800,FALSE
B935287457,K100,FALSE
B935288487,M300,FALSE
B935293322,M100,FALSE
B935293861,L400,FALSE
B935295865,M300,FALSE
B935296334,M300,FALSE
B935301041,M300,FALSE
B935301395,M300,FALSE
B935301797,M100,FALSE
B935302576,M300,FALSE
B935304190,M300,FALSE
B935308017,C802,FALSE
B935311589,M302,FALSE
B935312472,M300,FALSE
B935312531,M300,FALSE
B935312807,L1N1,FALSE
B935314373,M300,FALSE
B935317374,L100,FALSE
B935319219,K440,FALSE
B935319286,L100,FALSE
B935320352,L100,FALSE
B935322080,K100,FALSE
B935323021,M300,FALSE
B935326952,M300,FALSE
B935327764,L100,FALSE
B935334924,M300,FALSE
B935337280,L100,FALSE
B935339066,L100,FALSE
B935340202,N1R2,FALSE
B935342309,L140,FALSE
B935344716,L1N1,FALSE
B935344989,L100,FALSE
B935347418,C802,FALSE
B935347658,M300,FALSE
B935348862,L100,FALSE
B935349054,M300,FALSE
B935350108,L100,FALSE
B935352814,M300,FALSE
B935355099,L100,FALSE
B935355882,M100,FALSE
B935358115,M300,FALSE
B935360185,M300,FALSE
B935364275,M300,FALSE
B935364781,M302,FALSE
B935369904,L400,FALSE
B935378847,M100,FALSE
B935382349,M300,FALSE
B935382899,C802,FALSE
B935383645,M300,FALSE
B935387447,C802,FALSE
B935390702,N1R1,FALSE
B935395383,L1N1,FALSE
B935404445,C802,FALSE
B935405246,L400,FALSE
B935408292,M300,FALSE
B935411166,K100,FALSE
B935412613,N1R2,FALSE
B935414835,N1R1,FALSE
B935416910,L1N1,FALSE
B935420401,MM13,FALSE
B935421006,M300,FALSE
B935422472,L1N1,FALSE
B935423561,MM13,FALSE
B935423815,L100,FALSE
B935424269,K100,FALSE
B935425406,N1R1,FALSE
B935429909,L400,FALSE
B935430178,M100,FALSE
B935434682,MM13,FALSE
B935439562,L100,FALSE
B935439595,C802,FALSE
B935442908,L100,FALSE
B935445965,M100,FALSE
B935449527,L800,FALSE
B935452701,K440,FALSE
B935455322,L800,FALSE
B935459283,L372,FALSE
B935461149,M100,FALSE
B935464726,M100,FALSE
B935468551,MM13,FALSE
B935472732,M300,FALSE
B935474035,L100,FALSE
B935474150,C802,FALSE
B935478011,LN14,FALSE
B935483473,C802,FALSE
B935485134,L800,FALSE
B935491146,L100,FALSE
B935503276,K100,FALSE
B935503841,L1N1,FALSE
B935507403,L800,FALSE
B935507551,M300,FALSE
B935509854,M300,FALSE
B935511569,L400,FALSE
B935511617,LN14,FALSE
B935512267,N1R2,FALSE
B935512555,L800,FALSE
B935517309,L134,FALSE
B935520284,M300,FALSE
B935523872,L1N1,FALSE
B935523908,L1N1,FALSE
B935524053,L100,FALSE
B935534339,C802,FALSE
B935534878,L100,FALSE
B935551428,N1R1,FALSE
B935557316,L1N1,FALSE
B935557970,C802,FALSE
B935566640,M100,FALSE
B935568334,C802,FALSE
B935570315,K100,FALSE
B935570681,L1N1,FALSE
B935572364,L100,FALSE
B935574302,L800,FALSE
B935580107,L800,FALSE
B935580761,MM13,FALSE
B935600003,C802,FALSE
B935606887,L1N1,FALSE
B935615797,L100,FALSE
B935617539,C802,FALSE
B935619980,K440,FALSE
B935621374,L100,FALSE
B935622197,L400,FALSE
B935630860,M302,FALSE
B935635290,L1N1,FALSE
B935637386,L800,FALSE
B935642553,M300,FALSE
B935645255,M300,FALSE
B935647972,L100,FALSE
B935658886,L372,FALSE
B935668276,L1N1,FALSE
B935668405,C802,FALSE
B935672723,L372,FALSE
B935672734,L400,FALSE
B935675780,L1N1,FALSE
B935676743,C802,FALSE
B935679308,M302,FALSE
B935687598,L100,FALSE
B935696992,C802,FALSE
B935701735,LN14,FALSE
B935702477,C802,FALSE
B935709258,M300,FALSE
B935724103,M300,FALSE
B935724996,K100,FALSE
B935727160,K100,FALSE
B935727724,L400,FALSE
B935750423,L100,FALSE
B935752977,M300,FALSE
B935765760,C802,FALSE
B935767362,L100,FALSE
B935768842,LN14,FALSE
B935771129,L140,FALSE
B935771314,N1R1,FALSE
B935776467,L100,FALSE
B935781575,L300,FALSE
B935783926,C802,FALSE
B935797705,N1R1,FALSE
B935806177,M302,FALSE
B935813164,MM13,FALSE
B935813739,L1N1,FALSE
B935821549,M100,FALSE
B935824735,L400,FALSE
B935833966,L800,FALSE
B935835867,MM13,FALSE
B935837067,N1R1,FALSE
B935849358,K100,FALSE
B935852772,L300,FALSE
B935856220,L800,FALSE
B935865059,N1R1,FALSE
B935875151,M100,FALSE
B935881255,M300,FALSE
B935881288,L100,FALSE
B935885172,N1R1,FALSE
B935892239,L1N1,FALSE
B935897946,L100,FALSE
B935901601,L100,FALSE
B935902088,LN14,FALSE
B935907038,K440,FALSE
B935908426,K440,FALSE
B935928837,M300,FALSE
B935930955,L100,FALSE
B935938054,L1N1,FALSE
B935939660,MM13,FALSE
B935939730,M100,FALSE
B935954571,M300,FALSE
B935966585,M300,FALSE
B935968866,L1N1,FALSE
B935971291,L100,FALSE
B935972667,L800,FALSE
B935973022,C802,FALSE
B935989470,L100,FALSE
B935997774,L800,FALSE
B935999273,LN14,FALSE
B936003528,CV87,FALSE
B936005717,CL83,FALSE
B936015978,L1N1,FALSE
B936016182,L400,FALSE
B936017341,MM13,FALSE
B936031808,M302,FALSE
B936044705,M300,FALSE
B936049331,K100,FALSE
B936051334,L400,FALSE
B936051622,K100,FALSE
B936051699,M300,FALSE
B936056111,L100,FALSE
B936056959,M300,FALSE
B936061322,LN14,FALSE
B936078227,L100,FALSE
B936079811,M300,FALSE
B936084697,MM13,FALSE
B936087218,L400,FALSE
B936103079,LN14,FALSE
B936107778,L100,FALSE
B936124982,K440,FALSE
B936129677,K100,FALSE
B936141004,M300,FALSE
B936153591,K100,FALSE
B936162973,K100,FALSE
B936162984,K100,FALSE
B936164368,L100,FALSE
B936170956,K440,FALSE
B936173418,K100,FALSE
B936180014,M300,FALSE
B936181309,L800,FALSE
B936182982,M300,FALSE
B936191881,L372,FALSE
B936193896,L140,FALSE
B936202866,M300,FALSE
B936202981,L1N1,FALSE
B936203003,L1N1,FALSE
B936213002,CL83,FALSE
B936217343,K100,FALSE
B936235727,M300,FALSE
B936235749,M302,FALSE
B936241186,C802,FALSE
B936255091,L800,FALSE
B936259181,K440,FALSE
B936268574,K440,FALSE
B936270429,LN14,FALSE
B936278757,C802,FALSE
B936282905,N1R2,FALSE
B936320399,K100,FALSE
B936332299,C802,FALSE
B936334798,K440,FALSE
B936348555,K440,FALSE
B936353744,L800,FALSE
B936353825,L300,FALSE
B936382401,L372,FALSE
B936386270,M300,FALSE
B936391414,K100,FALSE
B936415385,L1N1,FALSE
B936415606,L100,FALSE
B936431156,L100,FALSE
B936446116,M300,FALSE
B936447102,N1R1,FALSE
B936457754,L1N1,FALSE
B936463412,L1N1,FALSE
B936464501,L400,FALSE
B936469551,M100,FALSE
B936474326,L800,FALSE
B936490038,L300,FALSE
B936511377,L1N1,FALSE
B936516224,M300,FALSE
B936518077,L100,FALSE
B936535627,L800,FALSE
B936537137,L100,FALSE
B936547295,M300,FALSE
B936555625,N1R1,FALSE
B936557629,L800,FALSE
B936559944,L800,FALSE
B936590752,L1N1,FALSE
B936595595,N1R1,FALSE
B936612375,L100,FALSE
B936627483,M300,FALSE
B936632465,M100,FALSE
B936642903,L1N1,FALSE
B936646646,L100,FALSE
B936665647,N1R1,FALSE
B936692872,L800,FALSE
B936694142,L372,FALSE
B936697246,M300,FALSE
B936699815,L300,FALSE
B936703237,L800,FALSE
B936707822,K440,FALSE
B936720430,M100,FALSE
B936733566,N1R1,FALSE
B936737748,L300,FALSE
B936758156,CL83,FALSE
B936759245,N1R2,FALSE
B936781084,L1N1,FALSE
B936782070,L100,FALSE
B936797960,K440,FALSE
B936801119,L1N3,FALSE
B936801876,L372,FALSE
B936822000,L300,FALSE
B936845342,M100,FALSE
B936857367,L300,FALSE
B936870090,L400,FALSE
B936870137,L400,FALSE
B936875109,L800,FALSE
B936876128,M300,FALSE
B936877712,L800,FALSE
B936935045,CV87,FALSE
B936948425,L800,FALSE
B936972992,L100,FALSE
B936975063,C802,FALSE
B936983910,L400,FALSE
B937001538,LN14,FALSE
B937002063,LN14,FALSE
B937025419,L100,FALSE
B937026243,L800,FALSE
B937035382,K440,FALSE
B937069745,L300,FALSE
B937081079,K440,FALSE
B937089008,L372,FALSE
B937089569,L300,FALSE
B937105607,L1N1,FALSE
B937114104,K440,FALSE
B937142978,MM13,FALSE
B937149896,L372,FALSE
B937208687,LV17,FALSE
B937211551,L800,FALSE
B937211610,L1N1,FALSE
B937230183,L372,FALSE
B937230482,L400,FALSE
B937239371,C802,FALSE
B937254433,CL83,FALSE
B937306547,M300,FALSE
B937311057,K100,FALSE
B937331309,L100,FALSE
B937333808,M300,FALSE
B937335411,M300,FALSE
B937347997,C802,FALSE
B937367261,M300,FALSE
B937378289,K440,FALSE
B937401211,CL83,FALSE
B937419179,L300,FALSE
B937420050,L100,FALSE
B937424014,M300,FALSE
B937424977,L1N1,FALSE
B937439959,L800,FALSE
B937444492,C802,FALSE
B937473573,L372,FALSE
B937481372,L1N3,FALSE
B937504604,K100,FALSE
B937516799,CL83,FALSE
B937541425,L134,FALSE
B937584938,L372,FALSE
B937584961,L372,FALSE
B937595163,L400,FALSE
B937604720,L400,FALSE
B937609356,C802,FALSE
B937653511,MM13,FALSE
B937657287,L800,FALSE
B937670677,L300,FALSE
B937681639,M300,FALSE
B937685442,L100,FALSE
B937688605,M100,FALSE
B937707216,M300,FALSE
B937715738,K100,FALSE
B937720008,MM13,FALSE
B937776496,K440,FALSE
B937801879,K100,FALSE
B937809071,M300,FALSE
B937809808,L300,FALSE
B937855296,K100,FALSE
B937869396,K440,FALSE
B937968932,K100,FALSE
B937989052,L300,FALSE
B938007267,M100,FALSE
B938028398,N1R1,FALSE
B938059934,C802,FALSE
B938076838,L800,FALSE
B938076861,L800,FALSE
B938106962,L372,FALSE
B938157274,L300,FALSE
B938169288,M100,FALSE
B938177205,K440,FALSE
B938187857,M100,FALSE
B938188393,K440,FALSE
B938223867,L372,FALSE
B938239488,L1N3,FALSE
B938295738,K100,FALSE
B938300412,L800,FALSE
B938327453,L1N1,FALSE
B938351470,M302,FALSE
B938352754,LN14,FALSE
B938365190,M100,FALSE
B938414487,L400,FALSE
B938450522,L1N1,FALSE
B938488215,L400,FALSE
B938490713,M300,FALSE
B938508683,L800,FALSE
B938565136,LN14,FALSE
B938588076,L372,FALSE
B938593726,M100,FALSE
B938654898,M300,FALSE
B938657350,M300,FALSE
B938701907,K100,FALSE
B938709291,C802,FALSE
B938715351,LN14,FALSE
B938716510,K102,FALSE
B938724593,L100,FALSE
B938742911,L1N1,FALSE
B938761819,M100,FALSE
B938807612,L100,FALSE
B938808583,K440,FALSE
B938812085,M300,FALSE
B938837701,L800,FALSE
B938860880,L100,FALSE
B938875231,K100,FALSE
B938904025,K440,FALSE
B938957858,K440,FALSE
B939829617,LN14,FALSE
B939829994,K100,FALSE
B939830004,M300,FALSE
B939834518,L300,FALSE
B939834541,M300,FALSE
B939834552,M100,FALSE
B939834563,K100,FALSE
B939834585,K100,FALSE
B939834644,L300,FALSE
B939834699,L400,FALSE
B939834703,L400,FALSE
B939834736,L400,FALSE
B939834747,L400,FALSE
B939834758,C802,FALSE
B939834806,L400,FALSE
B939834828,L100,FALSE
B939834839,K100,FALSE
B939834840,K440,FALSE
B939834862,L1N1,FALSE
B939968020,L1N1,FALSE
B939968053,M300,FALSE
B939968086,L1N1,FALSE
B939968097,L100,FALSE
B939968101,L100,FALSE
B939968112,K100,FALSE
B940001408,M100,FALSE
B940011131,M300,FALSE
B940011153,L100,FALSE
B940011164,L800,FALSE
B940011223,M300,FALSE
B940011256,M300,FALSE
B940011290,M300,FALSE
B940011315,M300,FALSE
B940011359,L800,FALSE
B940011371,L100,FALSE
B940011382,M300,FALSE
B940011463,M300,FALSE
B940011485,L100,FALSE
B940011496,M300,FALSE
B940011511,L140,FALSE
B940011717,MM13,FALSE
B940011740,M300,FALSE
B940011762,CL83,FALSE
B940011773,L100,FALSE
B940011810,M300,FALSE
B940011935,L800,FALSE
B940011957,M300,FALSE
B940011980,L100,FALSE
B940012024,L100,FALSE
B940012046,CV87,FALSE
B940012057,M300,FALSE
B940012219,M300,FALSE
B940012242,L372,FALSE
B940012253,M300,FALSE
B940012264,L100,FALSE
B940012275,C802,FALSE
B940012323,LN14,FALSE
B940012389,MM13,FALSE
B940012415,M300,FALSE
B940012437,M300,FALSE
B940012518,L100,FALSE
B940012530,L100,FALSE
B940012552,L800,FALSE
B940012596,M100,FALSE
B940012644,M308,FALSE
B940012655,LN14,FALSE
B940012688,M300,FALSE
B940012725,L100,FALSE
B940012747,CL83,FALSE
B940012758,L100,FALSE
B940012781,N1R1,FALSE
B940012862,L100,FALSE
B940012873,L1R1,FALSE
B940012884,K100,FALSE
B940012932,M300,FALSE
B940012987,L800,FALSE
B940013043,M100,FALSE
B940013065,M300,FALSE
B940013087,L1N1,FALSE
B940013102,M300,FALSE
B940013191,M300,FALSE
B940013216,M300,FALSE
B940013375,M300,FALSE
B940013386,CL83,FALSE
B940013397,M300,FALSE
B940013423,C802,FALSE
B940013434,M300,FALSE
B940013537,L100,FALSE
B940013548,K100,FALSE
B940013559,M300,FALSE
B940013560,M300,FALSE
B940013630,M300,FALSE
B940013652,C802,FALSE
B940013663,L100,FALSE
B940013711,MM13,FALSE
B940013777,L100,FALSE
B940013788,M300,FALSE
B940013803,LV17,FALSE
B940013858,L100,FALSE
B940013881,L100,FALSE
B940013917,L100,FALSE
B940013962,M308,FALSE
B940014040,M300,FALSE
B940014051,C802,FALSE
B940014084,L1N1,FALSE
B940014109,N1R1,FALSE
B940014202,L800,FALSE
B940014213,L800,FALSE
B940014246,M300,FALSE
B940014257,M300,FALSE
B940014419,L800,FALSE
B940014420,L400,FALSE
B940014486,L100,FALSE
B940014497,L100,FALSE
B940014512,M300,FALSE
B940014567,M100,FALSE
B940014648,N1R1,FALSE
B940014693,M100,FALSE
B940014718,C802,FALSE
B940014763,M300,FALSE
B940014785,K100,FALSE
B940014844,K100,FALSE
B940014903,K100,FALSE
B940014925,K100,FALSE
B940015014,L100,FALSE
B940015025,L100,FALSE
B940015047,L100,FALSE
B940015058,K100,FALSE
B940015106,M300,FALSE
B940015151,L100,FALSE
B940015173,C802,FALSE
B940015195,N1R1,FALSE
B940015210,L1R1,FALSE
B940015221,M100,FALSE
B940015287,M308,FALSE
B940015302,M300,FALSE
B940015324,L100,FALSE
B940015357,L100,FALSE
B940015368,L800,FALSE
B940015416,C802,FALSE
B940015427,L100,FALSE
B940015450,L1N1,FALSE
B940015472,L300,FALSE
B940015483,L100,FALSE
B940015494,N1R1,FALSE
B940015586,K100,FALSE
B940015597,LV17,FALSE
B940015612,K100,FALSE
B940015704,C802,FALSE
B940015760,L1N1,FALSE
B940015793,M300,FALSE
B940015807,K100,FALSE
B940015829,M302,FALSE
B940015830,M300,FALSE
B940015966,L800,FALSE
B940015999,M300,FALSE
B940016011,L100,FALSE
B940016103,K100,FALSE
B940016192,M300,FALSE
B940016251,L100,FALSE
B940016321,L800,FALSE
B940016376,M300,FALSE
B940016402,M300,FALSE
B940016491,L800,FALSE
B940016527,M300,FALSE
B940016549,L100,FALSE
B940016583,M302,FALSE
B940016653,LN14,FALSE
B940016664,L1N1,FALSE
B940016686,M300,FALSE
B940016745,LV17,FALSE
B940016804,LN14,FALSE
B940016848,C802,FALSE
B940016859,C802,FALSE
B940016882,M100,FALSE
B940016952,L800,FALSE
B940016963,N1R4,FALSE
B940016985,K100,FALSE
B940017007,M308,FALSE
B940017018,MM13,FALSE
B940017030,M300,FALSE
B940017096,M300,FALSE
B940017122,M300,FALSE
B940017199,L100,FALSE
B940017269,M100,FALSE
B940017292,L100,FALSE
B940017306,L100,FALSE
B940017317,M300,FALSE
B940017328,L400,FALSE
B940017340,K100,FALSE
B940017362,MM13,FALSE
B940017409,M300,FALSE
B940017498,L100,FALSE
B940017579,L800,FALSE
B940017605,L1N1,FALSE
B940017616,N1R1,FALSE
B940017650,M300,FALSE
B940017708,L1N1,FALSE
B940017731,M300,FALSE
B940017753,L100,FALSE
B940017764,L100,FALSE
B940017786,K100,FALSE
B940017797,L100,FALSE
B940017926,M300,FALSE
B940017937,L100,FALSE
B940017959,L800,FALSE
B940018004,M300,FALSE
B940018037,N1R2,FALSE
B940018093,C802,FALSE
B940018129,K100,FALSE
B940018130,M300,FALSE
B940018211,M300,FALSE
B940018277,M300,FALSE
B940018314,N1R1,FALSE
B940018347,M300,FALSE
B940018358,M300,FALSE
B940018370,L100,FALSE
B940018554,M300,FALSE
B940018598,M300,FALSE
B940018613,L800,FALSE
B940018624,M308,FALSE
B940018679,C802,FALSE
B940018691,L100,FALSE
B940018727,L100,FALSE
B940018819,M300,FALSE
B940018864,N1R1,FALSE
B940018912,L400,FALSE
B940018934,L1N1,FALSE
B940018967,L100,FALSE
B940019023,N1R2,FALSE
B940019034,L100,FALSE
B940019089,M300,FALSE
B940019090,M300,FALSE
B940019115,M100,FALSE
B940019218,N1R2,FALSE
B940019300,L800,FALSE
B940019355,M300,FALSE
B940019414,LN14,FALSE
B940019458,L100,FALSE
B940019481,M300,FALSE
B940019506,M300,FALSE
B940019562,L800,FALSE
B940019595,L800,FALSE
B940019609,M300,FALSE
B940019632,M300,FALSE
