,Exam,Slot,roomAssigned,Room,Duration(mins),Priority Val,Conflicts,numStudents,Hall Capacity,Hall Status
302,HG2S3EE1,10,TRUE,WILT 112,120,1550,6,23,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
303,HG3J5AE1,10,TRUE,Joseph Black A504,150,414,3,15,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
304,HG3J5BE1,10,TRUE,Rankine 601,120,410,3,14,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
305,HG3J5GE1,10,TRUE,James Watt Design Studio A,120,346,3,8,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
306,HG3S5EE1,10,TRUE,Joseph Black A504,150,448,3,19,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
307,HG3S5FE1,10,TRUE,Joseph Black A504,150,382,3,11,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
308,HGBEM4E1,10,TRUE,St Andrews Rm 234,120,436,3,17,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
309,HGCEMAE1,10,TRUE,Kelvin Gallery,120,732,4,2,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
310,HGCEMBE1,10,TRUE,Rankine 629,120,1018,4,38,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
311,HGCEMCE1,10,TRUE,Joseph Black C407 (no lift),120,756,4,6,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
312,HGCEMME1,10,TRUE,OTC,120,1492,5,90,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
313,J1A102E1,10,TRUE,Rankine 629,120,1426,5,45,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
314,J1A110E1,11,TRUE,St Andrews Rm 227 ,120,1418,5,43,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
315,J1A111E1,11,TRUE,Kelvin Blg Rm 220,120,1424,5,44,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
316,J1A112E1,11,TRUE,Gilbert Scott Conf Suite Rm 250,120,56,1,11,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
317,J1A202E1,11,TRUE,Kelvin Blg Rm 220,120,1422,5,44,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
318,J1A203E1,11,TRUE,Sir Charles Wilson,90,1432,5,48,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
319,J1B109E1,11,TRUE,Kelvin Blg Rm 220,120,1430,5,47,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
320,J1B113E1,11,TRUE,Kelvin Blg Rm 323/324,120,1428,5,47,50,"[True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
321,J1B115E1,11,TRUE,St Andrews Rm 237,120,1304,5,11,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
322,J1B116E1,11,TRUE,Rankine 630,120,1302,5,11,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
323,J1B203E1,11,TRUE,Joseph Black C407 (no lift),120,1300,5,11,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
324,J1C106E1,11,TRUE,Joseph Black C407 (no lift),120,74,1,20,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
325,J1C111E1,11,TRUE,Gilbert Scott Conf Suite Rm 253,120,1006,4,35,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
326,J1C112E1,11,TRUE,Gilbert Scott Conf Suite Rm 253,120,1012,4,37,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
327,J1C116E1,11,TRUE,WILTF,120,800,4,10,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
328,J1C119E1,11,TRUE,Kelvin Blg Rm 220,120,96,1,40,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
329,J1C122E1,11,TRUE,Rankine 630,120,798,4,10,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
330,J1C125E1,11,TRUE,Rankine 601,180,818,4,11,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
331,J1C205E1,11,TRUE,WILTF,120,812,4,11,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
332,J1C227E1,11,TRUE,Joseph Black A504,120,878,4,17,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
333,J51IMAE1,11,TRUE,Kelvin Blg Rm 323/324,120,598,3,47,50,"[True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
334,J52EMME1,11,TRUE,Gilbert Scott Conf Suite Rm 356,120,1404,5,36,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, True, True]"
335,J5BORME1,11,TRUE,Gilbert Scott Conf Suite Rm 251,120,1314,5,12,15,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
336,J5BSMAE1,11,TRUE,Sir Charles Wilson,120,1328,5,14,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
337,J5BSTME1,11,TRUE,Sir Charles Wilson,120,1414,5,42,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
338,J5CCCEE1,11,TRUE,Gilbert Scott Conf Suite Rm 250,120,522,3,29,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
339,J5CCRME1,11,TRUE,Gilbert Scott Conf Suite Rm 250,120,952,4,25,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
340,J5CMUSE1,11,TRUE,James Watt Design Studio A,120,594,3,46,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
341,K1AHRSE1,11,TRUE,Rankine 630,120,612,3,53,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
342,K1ATS1E1,11,TRUE,Rankine 630,120,1560,6,54,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
343,K1BACOE1,13,TRUE,James Watt Design Studio B,120,108,1,52,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
344,K1BBS1E1,13,TRUE,Kelvin Blg Rm 323/324,120,102,1,48,50,"[True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
345,K1BCSTE1,13,TRUE,St Andrews Rm 227 ,120,100,1,48,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
346,K41110E1,13,TRUE,Gilbert Scott Conf Suite Rm 253,90,532,3,31,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
347,K41210E1,13,TRUE,James Watt Design Studio A,90,1386,5,30,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
348,K42120E1,13,TRUE,WILT 112,90,530,3,31,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
349,K43100E1,13,TRUE,Gilbert Scott Conf Suite Rm 355 (no lift),90,506,3,28,30,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
350,K4C110E1,13,TRUE,WILTF,90,574,3,42,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
351,K4C120E1,13,TRUE,Hunter East,90,572,3,42,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
352,K4C140E1,13,TRUE,James Watt Design Studio A,90,588,3,43,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
353,K4C280E1,13,TRUE,Joseph Black C407 (no lift),120,52,1,9,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
354,K4C290E1,13,TRUE,59 Oakfield Ave Rm 302 (no lift),120,48,1,8,10,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, False, True, False, False, False, False, False, True, True]"
355,K4P100E1,13,TRUE,Adam Smith 915,90,416,3,16,26,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, False, False, False, False, False, False, False, False, True, True]"
356,K4P300E1,13,TRUE,Rankine 629,120,12,0,21,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
357,L11102E1,13,TRUE,James Watt Design Studio B,90,628,3,63,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
358,L11110E1,13,TRUE,Rankine 629,120,490,3,25,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
359,L11111E1,13,TRUE,James Watt Design Studio B,120,540,3,32,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
360,L11120E1,13,TRUE,Hunter West,90,666,3,89,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
361,L11130E1,13,TRUE,John McIntyre Rm 208,90,408,3,14,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, False, False, False, False, False, False, True, True]"
362,L11140E1,13,TRUE,Gilbert Scott Conf Suite Rm 356,90,996,4,32,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, True, True]"
363,L11150E1,13,TRUE,Fore,90,616,3,56,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
364,L12310E1,13,TRUE,James Watt Design Studio A,120,468,3,21,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
365,L12320E1,13,TRUE,Gilbert Scott Conf Suite Rm 356,180,536,3,31,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, True, True]"
366,L12330E1,13,TRUE,Gilbert Scott Conf Suite Rm 250,120,1004,4,35,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
367,L12404E1,13,TRUE,St Andrews Gym Hall,60,1200,4,105,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
368,L13502E1,13,TRUE,Sir Charles Wilson,90,1084,4,58,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
369,L13503E1,13,TRUE,Kelvin Blg Rm 220,120,578,3,42,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
370,L13504E1,13,TRUE,WILT 112,90,1044,4,46,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
371,L13505E1,13,TRUE,James Watt Design Studio B,120,650,3,68,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
372,L13507E1,13,TRUE,John McIntyre Rm 201,90,1108,4,64,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
373,L13508E1,13,TRUE,WILTF,90,1068,4,52,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
374,L13509E1,13,TRUE,Gilbert Scott Conf Suite Rm 253,90,224,2,33,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
375,L13510E1,13,TRUE,Rankine 601,120,810,4,11,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
376,L13511E1,13,TRUE,59 Oakfield Ave Rm 302 (no lift),120,776,4,8,10,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, False, True, False, False, False, False, False, True, True]"
377,L13516E1,13,TRUE,Gilbert Scott Conf Suite Rm 355 (no lift),90,914,4,20,30,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
378,L13520E1,13,TRUE,Rankine 629,120,856,4,15,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
379,L13521E1,13,TRUE,Gilbert Scott Conf Suite Rm 355 (no lift),120,206,2,20,30,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
380,L31004E1,13,TRUE,John McIntyre Rm 201,120,1488,5,88,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
381,L31005E1,13,TRUE,OTC,120,1578,7,68,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
382,L31013E1,13,TRUE,John McIntyre Rm 201,120,264,2,59,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
383,L31073E1,13,TRUE,59 Oakfield Ave Rm 302 (no lift),120,310,3,1,10,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, False, True, False, False, False, False, False, True, True]"
384,L31107E1,14,TRUE,Rankine 630,120,1556,6,48,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
385,L31109E1,14,TRUE,John McIntyre Rm 201,120,258,2,52,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
386,L3B015E1,14,TRUE,Kelvin Blg Rm 323/324,120,550,3,34,50,"[True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
387,L3B021E1,14,TRUE,Rankine 601,120,984,4,30,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
388,L3B026E1,14,TRUE,Rankine 601,120,500,3,26,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
389,L3B030E1,14,TRUE,James Watt Design Studio A,90,210,2,27,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
390,L3B032E1,14,TRUE,St Andrews Rm 227 ,120,1052,4,48,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
391,L3B036E1,14,TRUE,Adam Smith 915,120,80,1,25,26,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, False, False, False, False, False, False, False, False, True, True]"
392,L3B046E1,14,TRUE,James Watt Design Studio B,90,920,4,21,69,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
393,L3B049E1,14,TRUE,Randolph,90,232,2,35,85,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
394,L3B090E1,14,TRUE,Gilbert Scott Conf Suite Rm 356,120,1000,4,32,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, True, True]"
395,L3B100E1,14,TRUE,Joseph Black C407 (no lift),90,464,3,21,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, False, False, True, True]"
396,L3C064E1,14,TRUE,Rankine 629,120,8,0,18,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
397,L81112E1,14,TRUE,John McIntyre Rm 201,120,668,3,89,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
398,L81122E1,14,TRUE,OTC,120,1502,5,104,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
399,L82113E1,14,TRUE,St Andrews Gym Hall,90,1568,6,75,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
400,L82120E1,14,TRUE,Kelvin Blg Rm 220,90,240,2,46,50,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, False, False, True, False, False, True, True]"
401,L82121E1,14,TRUE,Gilbert Scott Conf Suite Rm 253,90,1552,6,26,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
402,L82124E1,14,TRUE,Gilbert Scott Conf Suite Rm 251,90,118,2,1,15,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
403,L82125E1,14,TRUE,John McIntyre Rm 201,120,276,2,83,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
404,L82132E1,14,TRUE,St Andrews Rm 234,90,1402,5,36,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
405,L83112E1,14,TRUE,Kelvin Blg Rm 323/324,120,236,2,42,50,"[True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
406,L83115E1,14,TRUE,Sir Charles Wilson,120,256,2,52,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
407,L83118E1,14,TRUE,St Andrews Rm 237,120,484,3,24,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
408,L83120E1,14,TRUE,Gilbert Scott Conf Suite Rm 356,120,1326,5,14,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, True, True]"
409,L83121E1,14,TRUE,St Andrews Rm 234,120,154,2,8,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
410,L83122E1,14,TRUE,Gilbert Scott Conf Suite Rm 251,120,178,2,13,15,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
411,L83123E1,14,TRUE,Rankine 601,120,152,2,8,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
412,LK10FAE1,14,TRUE,Randolph,60,1554,6,44,85,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
413,LK10GAE1,15,TRUE,Rankine 629,60,248,2,50,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
414,LK10IAE1,15,TRUE,James Watt Design Studio A,60,1070,4,53,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
415,LK10JAE1,15,TRUE,Senate,60,1082,4,58,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
416,LK10KBE1,15,TRUE,Rankine 629,60,748,4,6,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
417,LK10RAE1,15,TRUE,WILT 112,60,862,4,16,50,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True]"
418,LK10SAE1,15,TRUE,John McIntyre Rm 201,60,1130,4,74,100,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True]"
419,LK44FAE1,15,TRUE,Rankine 630,180,1396,5,32,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
420,LK44GAE1,15,TRUE,St Andrews Rm 234,180,816,4,11,40,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
421,LK44SAE1,15,TRUE,St Andrews Rm 227 ,180,790,4,9,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
422,LKA1GAE1,15,TRUE,Hunter West,120,1050,4,48,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
423,LKA1IAE1,15,TRUE,Sir Charles Wilson,120,172,2,11,60,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True]"
424,LKA1JAE1,15,TRUE,59 Oakfield Ave Rm 302 (no lift),120,334,3,6,10,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, False, True, False, True, False, False, False, False, False, True, True]"
425,LKA1RAE1,16,TRUE,St Andrews Rm 237,120,786,4,9,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
426,LKA1SAE1,16,TRUE,James Watt Design Studio A,120,922,4,21,54,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
427,LKB2FAE1,16,TRUE,Rankine 629,60,1058,4,50,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
428,LKB2GAE1,16,TRUE,Senate,60,940,4,24,80,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
429,LKB2JAE1,16,TRUE,St Andrews Gym Hall,60,744,4,5,110,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
430,LKB2SAE1,16,TRUE,Joseph Black A504,60,348,3,9,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
431,LKC3FAE1,16,TRUE,Hunter West,180,1066,4,51,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
432,LKC3GAE1,16,TRUE,Fore,180,932,4,22,64,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True]"
433,LKC3RAE1,16,TRUE,Gilbert Scott Conf Suite Rm 251,180,1264,5,1,15,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
434,LKC3SAE1,16,TRUE,Adam Smith 915,180,1268,5,3,26,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, False, False, False, False, False, False, False, False, True, True]"
435,M11341E1,16,TRUE,Joseph Black A504,90,830,4,13,25,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, True, True]"
436,M11343E1,16,TRUE,Rankine 630,90,836,4,14,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
437,M11347E1,16,TRUE,Hunter East,90,1480,5,80,195,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
438,M11351E1,16,TRUE,Rankine 629,120,1016,4,38,53,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
439,M11451E1,16,TRUE,Kelvin Blg Rm 323/324,120,566,3,40,50,"[True, True, True, True, True, True, False, True, True, False, True, False, False, True, True, False, False, False, False, False, False, False, False, False, False, True, True]"
440,M12353E1,16,TRUE,Kelvin Gallery,120,636,3,64,230,"[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
441,M12365E1,16,TRUE,Rankine 630,120,1028,4,41,55,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
442,M13367E1,16,TRUE,St Andrews Rm 237,120,344,3,8,30,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
443,M13369E1,16,TRUE,St Andrews Rm 227 ,120,570,3,41,50,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, True]"
444,M13468E1,16,TRUE,Gilbert Scott Conf Suite Rm 355 (no lift),120,120,2,1,30,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, False, True, True]"
445,M1B351E1,16,TRUE,Rankine 601,90,374,3,11,37,"[True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True]"
446,M1B355E1,16,TRUE,John McIntyre Rm 208,120,520,3,29,40,"[True, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, False, True, False, False, False, False, False, False, False, True, True]"
