,student_code,exam_code,slot_index,day,type,duration,total_students,rooms,rooms_capacity
16199,D921024679,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16200,D921024679,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16201,D921024679,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16202,D921024679,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16203,D921024716,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16204,D921024716,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16205,D921024716,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16206,D921024716,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16207,D921031172,G13AS5E1,20,Wednesday,Afternoon,02:00,19,['Gilbert Scott Conf Suite Rm 253'],[40]
16208,D921031172,G13CM2E1,10,Saturday,Morning,02:00,45,['OTC'],[110]
16209,D921031172,G13ST6E1,4,Thursday,Morning,02:00,39,"['Rankine 629', 'Hunter West']","[53, 195]"
16210,D921034759,C43511E1,2,Wednesday,Afternoon,03:00,38,['Kelvin Blg Rm 323/324'],[50]
16211,D921034759,C43512E1,5,Thursday,Afternoon,03:00,24,['Bute'],[230]
16212,D921043566,G13ST6E1,4,Thursday,Morning,02:00,39,"['Rankine 629', 'Hunter West']","[53, 195]"
16213,D921043566,N13304E1,27,Friday,Evening,01:30,125,['Kelvin Hall'],[500]
16214,D921043566,N1A402E1,1,Wednesday,Morning,02:00,83,['John McIntyre Rm 201'],[100]
16215,D921043566,N1B410E1,21,Wednesday,Evening,01:30,114,['Bute'],[230]
16216,D921053819,C13565E1,23,Thursday,Afternoon,03:00,19,['St Andrews Rm 227 '],[50]
16217,D921053819,C13573E1,14,Monday,Afternoon,03:00,20,['Hunter East'],[195]
16218,D921054377,G52ALGE1,23,Thursday,Afternoon,02:00,62,['Senate'],[80]
16219,D921054377,G52OBJE1,17,Tuesday,Afternoon,02:00,61,['St Andrews Gym Hall'],[110]
16220,D921054377,G5BCCNE1,8,Friday,Afternoon,02:00,81,['Kelvin Hall'],[500]
16221,D921054377,G5BGRAE1,14,Monday,Afternoon,01:45,53,['John McIntyre Rm 201'],[100]
16222,D921057769,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16223,D921057769,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16224,D921057769,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16225,D921057769,F331X3E1,5,Thursday,Afternoon,02:00,14,['OTC'],[110]
16226,D921057769,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16227,D921065786,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16228,D921065786,C43511E1,2,Wednesday,Afternoon,03:00,38,['Kelvin Blg Rm 323/324'],[50]
16229,D921067171,G13MM2E1,25,Friday,Morning,02:00,29,['Kelvin Blg Rm 220'],[50]
16230,D921067171,G13ST6E1,4,Thursday,Morning,02:00,39,"['Rankine 629', 'Hunter West']","[53, 195]"
16231,D921067171,HG3S5EE1,1,Wednesday,Morning,02:30,19,['Senate'],[80]
16232,D921074102,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16233,D921074102,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16234,D921074102,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16235,D921074102,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16236,D921075590,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16237,D921075590,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16238,D921075590,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16239,D921075590,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16240,D921075590,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16241,D921081258,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16242,D921081258,G5BCCNE1,8,Friday,Afternoon,02:00,81,['Kelvin Hall'],[500]
16243,D921081258,G5BDBSE1,1,Wednesday,Morning,02:00,61,"['Bute', 'Hunter East']","[230, 195]"
16244,D921081340,C43511E1,2,Wednesday,Afternoon,03:00,38,['Kelvin Blg Rm 323/324'],[50]
16245,D921081340,C43512E1,5,Thursday,Afternoon,03:00,24,['Bute'],[230]
16246,D921082772,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16247,D921082772,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16248,D921082772,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16249,D921082772,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16250,D921086404,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16251,D921086404,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16252,D921086404,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16253,D921086404,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16254,D921086404,F3B1X4E1,25,Friday,Morning,02:00,78,['Kelvin Hall'],[500]
16255,D921087593,F13I03E1,17,Tuesday,Afternoon,01:00,15,['Kelvin Hall'],[500]
16256,D921087593,F13O03E1,24,Thursday,Evening,01:00,15,['OTC'],[110]
16257,D921087593,F13P03E1,14,Monday,Afternoon,01:00,44,['Kelvin Hall'],[500]
16258,D921087593,F13X03E1,2,Wednesday,Afternoon,01:00,18,['James Watt Design Studio B'],[69]
16259,D921087593,N13304E1,27,Friday,Evening,01:30,125,['Kelvin Hall'],[500]
16260,D921087593,N1B410E1,21,Wednesday,Evening,01:30,114,['Bute'],[230]
16261,D921087700,G13LO1E1,13,Monday,Morning,02:00,47,['Randolph'],[85]
16262,D921087700,G13PR2E1,23,Thursday,Afternoon,02:00,7,['Fore'],[64]
16263,D921087700,G13SP2E1,8,Friday,Afternoon,02:00,23,['Joseph Black A504'],[25]
16264,D921089461,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16265,D921089461,G53VIPE1,19,Wednesday,Morning,01:45,25,"['John McIntyre Rm 201', 'WILT 112']","[100, 50]"
16266,D921089461,G5BGRAE1,14,Monday,Afternoon,01:45,53,['John McIntyre Rm 201'],[100]
16267,D921096528,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16268,D921096528,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16269,D921096528,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16270,D921096528,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16271,D921098913,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16272,D921098913,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16273,D921098913,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16274,D921098913,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16275,D921102449,C13567E1,25,Friday,Morning,03:00,17,['Joseph Black A504'],[25]
16276,D921102449,C13569E1,17,Tuesday,Afternoon,03:00,19,['Kelvin Blg Rm 220'],[50]
16277,D921104915,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16278,D921104915,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16279,D921104915,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16280,D921104915,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16281,D921104915,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16282,D921107606,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16283,D921107606,G53RDBE1,4,Thursday,Morning,02:00,14,['WILT 112'],[50]
16284,D921107606,G5BGRAE1,14,Monday,Afternoon,01:45,53,['John McIntyre Rm 201'],[100]
16285,D921109448,C73507E1,23,Thursday,Afternoon,03:00,40,"['Hunter West', 'Randolph', 'WILTF', 'Rankine 630']","[195, 85, 60, 55]"
16286,D921109448,F13I01E1,20,Wednesday,Afternoon,01:00,30,['OTC'],[110]
16287,D921109448,F13O01E1,5,Thursday,Afternoon,02:00,29,"['St Andrews Rm 237', 'Kelvin Hall']","[30, 500]"
16288,D921109448,F13P03E1,14,Monday,Afternoon,01:00,44,['Kelvin Hall'],[500]
16289,D921112046,C8CXCEE1,22,Thursday,Morning,02:00,16,['Bute'],[230]
16290,D921112046,C8CXPAE1,19,Wednesday,Morning,01:30,19,"['St Andrews Rm 227 ', 'St Andrews Rm 234']","[50, 40]"
16291,D921114626,G13LO1E1,13,Monday,Morning,02:00,47,['Randolph'],[85]
16292,D921114626,G13PR2E1,23,Thursday,Afternoon,02:00,7,['Fore'],[64]
16293,D921114626,G13SP2E1,8,Friday,Afternoon,02:00,23,['Joseph Black A504'],[25]
16294,D921114626,G13ST6E1,4,Thursday,Morning,02:00,39,"['Rankine 629', 'Hunter West']","[53, 195]"
16295,D921117557,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16296,D921117557,C13564E1,20,Wednesday,Afternoon,03:00,39,['Rankine 630'],[55]
16297,D921126906,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16298,D921126906,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16299,D921126906,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16300,D921126906,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16301,D921126906,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16302,D921127486,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16303,D921127486,C43511E1,2,Wednesday,Afternoon,03:00,38,['Kelvin Blg Rm 323/324'],[50]
16304,D921129826,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16305,D921129826,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16306,D921129826,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16307,D921129826,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16308,D921129826,F3B1B3E1,25,Friday,Morning,02:00,40,['OTC'],[110]
16309,D921132365,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16310,D921132365,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16311,D921132365,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16312,D921132365,F331X3E1,5,Thursday,Afternoon,02:00,14,['OTC'],[110]
16313,D921132365,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16314,D921132398,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16315,D921132398,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16316,D921132398,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16317,D921132398,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16318,D921137418,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16319,D921137418,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16320,D921137418,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16321,D921137418,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16322,D921137418,F3B1X4E1,25,Friday,Morning,02:00,78,['Kelvin Hall'],[500]
16323,D921151023,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16324,D921151023,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16325,D921151023,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16326,D921151023,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16327,D921173025,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16328,D921173025,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16329,D921173025,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16330,D921173025,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16331,D921186656,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16332,D921186656,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16333,D921186656,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16334,D921186656,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16335,D921186656,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16336,D921187745,C73507E1,23,Thursday,Afternoon,03:00,40,"['Hunter West', 'Randolph', 'WILTF', 'Rankine 630']","[195, 85, 60, 55]"
16337,D921187745,F13I01E1,20,Wednesday,Afternoon,01:00,30,['OTC'],[110]
16338,D921187745,F13O01E1,5,Thursday,Afternoon,02:00,29,"['St Andrews Rm 237', 'Kelvin Hall']","[30, 500]"
16339,D921187745,F13P03E1,14,Monday,Afternoon,01:00,44,['Kelvin Hall'],[500]
16340,D921191937,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16341,D921191937,C13564E1,20,Wednesday,Afternoon,03:00,39,['Rankine 630'],[55]
16342,D921198110,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16343,D921198110,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16344,D921198110,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16345,D921198110,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16346,D921198110,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16347,D921198981,C13567E1,25,Friday,Morning,03:00,17,['Joseph Black A504'],[25]
16348,D921198981,D23360E1,22,Thursday,Morning,02:00,8,['Kelvin Hall'],[500]
16349,D921203562,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16350,D921203562,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16351,D921203562,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16352,D921203562,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16353,D921203562,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16354,D921214465,F13P02E1,11,Saturday,Afternoon,02:00,11,['Rankine 601'],[37]
16355,D921214465,F13X01E1,17,Tuesday,Afternoon,02:00,11,['Rankine 630'],[55]
16356,D921214465,J5CCRME1,14,Monday,Afternoon,02:00,25,"['John McIntyre Rm 208', 'Gilbert Scott Conf Suite Rm 253']","[40, 40]"
16357,D921214465,J5CMUSE1,5,Thursday,Afternoon,02:00,46,['St Andrews Gym Hall'],[110]
16358,D921214535,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16359,D921214535,C13564E1,20,Wednesday,Afternoon,03:00,39,['Rankine 630'],[55]
16360,D921226309,C43512E1,5,Thursday,Afternoon,03:00,24,['Bute'],[230]
16361,D921226309,C73507E1,23,Thursday,Afternoon,03:00,40,"['Hunter West', 'Randolph', 'WILTF', 'Rankine 630']","[195, 85, 60, 55]"
16362,D921243111,G13AL4E1,1,Wednesday,Morning,02:00,11,['WILTF'],[60]
16363,D921243111,G13LO1E1,13,Monday,Morning,02:00,47,['Randolph'],[85]
16364,D921243111,G13MM2E1,25,Friday,Morning,02:00,29,['Kelvin Blg Rm 220'],[50]
16365,D921243111,G13QT1E1,22,Thursday,Morning,02:00,31,"['Sir Charles Wilson', 'Rankine 601', 'St Andrews Rm 234']","[60, 37, 40]"
16366,D921249308,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16367,D921249308,G5BGRAE1,14,Monday,Afternoon,01:45,53,['John McIntyre Rm 201'],[100]
16368,D921251208,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16369,D921251208,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16370,D921251208,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16371,D921251208,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16372,D921251208,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16373,D921251219,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16374,D921251219,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16375,D921251219,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16376,D921251219,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16377,D921251219,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16378,D921269281,C73507E1,23,Thursday,Afternoon,03:00,40,"['Hunter West', 'Randolph', 'WILTF', 'Rankine 630']","[195, 85, 60, 55]"
16379,D921269281,F13I01E1,20,Wednesday,Afternoon,01:00,30,['OTC'],[110]
16380,D921269281,F13O01E1,5,Thursday,Afternoon,02:00,29,"['St Andrews Rm 237', 'Kelvin Hall']","[30, 500]"
16381,D921269281,F13P03E1,14,Monday,Afternoon,01:00,44,['Kelvin Hall'],[500]
16382,D921292810,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16383,D921292810,C13564E1,20,Wednesday,Afternoon,03:00,39,['Rankine 630'],[55]
16384,D921313609,G13AS5E1,20,Wednesday,Afternoon,02:00,19,['Gilbert Scott Conf Suite Rm 253'],[40]
16385,D921313609,G13SP2E1,8,Friday,Afternoon,02:00,23,['Joseph Black A504'],[25]
16386,D921313609,G13ST3E1,19,Wednesday,Morning,02:00,16,['St Andrews Rm 234'],[40]
16387,D921313609,G13ST6E1,4,Thursday,Morning,02:00,39,"['Rankine 629', 'Hunter West']","[53, 195]"
16388,D921316895,F13I03E1,17,Tuesday,Afternoon,01:00,15,['Kelvin Hall'],[500]
16389,D921316895,F13O03E1,24,Thursday,Evening,01:00,15,['OTC'],[110]
16390,D921316895,F13P03E1,14,Monday,Afternoon,01:00,44,['Kelvin Hall'],[500]
16391,D921316895,F13X03E1,2,Wednesday,Afternoon,01:00,18,['James Watt Design Studio B'],[69]
16392,D921316895,F331N6E1,7,Friday,Morning,02:00,22,['Bute'],[230]
16393,D921316895,F331O6E1,5,Thursday,Afternoon,02:00,26,['St Andrews Gym Hall'],[110]
16394,D921316895,F331S9E1,20,Wednesday,Afternoon,02:00,22,"['Gilbert Scott Conf Suite Rm 253', 'St Andrews Rm 227 ']","[40, 50]"
16395,D921316921,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16396,D921316921,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16397,D921316921,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16398,D921316921,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16399,D921325130,C13565E1,23,Thursday,Afternoon,03:00,19,['St Andrews Rm 227 '],[50]
16400,D921342757,C13562E1,26,Friday,Afternoon,03:00,33,"['Gilbert Scott Conf Suite Rm 253', 'Kelvin Hall']","[40, 500]"
16401,D921342757,C13564E1,20,Wednesday,Afternoon,03:00,39,['Rankine 630'],[55]
16402,D921347475,F331N6E1,7,Friday,Morning,02:00,22,['Bute'],[230]
16403,D921347475,F331O6E1,5,Thursday,Afternoon,02:00,26,['St Andrews Gym Hall'],[110]
16404,D921347475,F331S9E1,20,Wednesday,Afternoon,02:00,22,"['Gilbert Scott Conf Suite Rm 253', 'St Andrews Rm 227 ']","[40, 50]"
16405,D921347475,F331X5E1,23,Thursday,Afternoon,01:00,5,['Kelvin Blg Rm 323/324'],[50]
16406,D921347475,F331Z8E1,14,Monday,Afternoon,02:00,9,['Hunter East'],[195]
16407,D921355861,F13I02E1,7,Friday,Morning,02:00,103,['Kelvin Hall'],[500]
16408,D921355861,F13O02E1,16,Tuesday,Morning,02:00,103,['Hunter East'],[195]
16409,D921355861,F13P01E1,14,Monday,Afternoon,02:00,111,['Kelvin Gallery'],[230]
16410,D921355861,F13X04E1,19,Wednesday,Morning,02:00,86,['Kelvin Gallery'],[230]
16411,D921410665,G13LO1E1,13,Monday,Morning,02:00,47,['Randolph'],[85]
16412,D921410665,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16413,D921410665,G5BDBSE1,1,Wednesday,Morning,02:00,61,"['Bute', 'Hunter East']","[230, 195]"
16414,D921413770,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16415,D921413770,G53RDBE1,4,Thursday,Morning,02:00,14,['WILT 112'],[50]
16416,D921417941,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16417,D921417941,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16418,D921417941,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16419,D921417941,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16420,D921417941,F3B1B3E1,25,Friday,Morning,02:00,40,['OTC'],[110]
16421,D921430700,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16422,D921430700,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16423,D921430700,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16424,D921430700,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16425,D921430700,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16426,D921432140,F331N3E1,20,Wednesday,Afternoon,02:00,65,['Hunter East'],[195]
16427,D921432140,F331Q3E1,8,Friday,Afternoon,02:00,82,"['St Andrews Gym Hall', 'Bute']","[110, 230]"
16428,D921432140,F331S2E1,16,Tuesday,Morning,02:00,82,"['St Andrews Gym Hall', 'Kelvin Hall']","[110, 500]"
16429,D921432140,F331Z4E1,19,Wednesday,Morning,02:00,66,"['Randolph', 'James Watt Design Studio B']","[85, 69]"
16430,D921432140,F3B1X4E1,25,Friday,Morning,02:00,78,['Kelvin Hall'],[500]
16431,D921435820,C8COUAE1,4,Thursday,Morning,02:00,37,['St Andrews Gym Hall'],[110]
16432,D921445760,C13564E1,20,Wednesday,Afternoon,03:00,39,['Rankine 630'],[55]
16433,D921445760,C43511E1,2,Wednesday,Afternoon,03:00,38,['Kelvin Blg Rm 323/324'],[50]
16434,D921459284,C82BUAE1,10,Saturday,Morning,02:00,97,['Kelvin Hall'],[500]
16435,D921459284,C82CUAE1,26,Friday,Afternoon,02:00,95,['John McIntyre Rm 201'],[100]
16436,D921459284,C82MHAE1,16,Tuesday,Morning,02:00,75,['Senate'],[80]
16437,D921461438,C12325E1,2,Wednesday,Afternoon,01:30,62,['Fore'],[64]
16438,D921461438,C12331E1,21,Wednesday,Evening,01:30,14,['Gilbert Scott Conf Suite Rm 356'],[40]
16439,D921461438,C42304E1,11,Saturday,Afternoon,02:00,63,['Kelvin Hall'],[500]
16440,D921461438,C42306E1,25,Friday,Morning,02:00,62,"['Hunter East', 'Fore']","[195, 64]"
16441,D921461438,C42307E1,16,Tuesday,Morning,02:00,37,"['James Watt Design Studio B', 'Gilbert Scott Conf Suite Rm 250']","[69, 40]"
16442,D921463591,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16443,D921463591,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16444,D921463591,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16445,D921463591,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16446,D921463591,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
16447,D921470094,G53FSPE1,26,Friday,Afternoon,01:45,49,['WILT 112'],[50]
16448,D921470094,G53LCTE1,7,Friday,Morning,01:45,13,['OTC'],[110]
16449,D921470094,G53VIPE1,19,Wednesday,Morning,01:45,25,"['John McIntyre Rm 201', 'WILT 112']","[100, 50]"
16450,D921472456,B33541E1,7,Friday,Morning,01:00,93,['St Andrews Gym Hall'],[110]
16451,D921472456,B33544E1,11,Saturday,Afternoon,01:00,93,"['Bute', 'John McIntyre Rm 201', 'Kelvin Hall']","[230, 100, 500]"
16452,D921472456,B33545E1,2,Wednesday,Afternoon,02:00,93,"['OTC', 'John McIntyre Rm 201']","[110, 100]"
16453,D921472456,B33548E1,26,Friday,Afternoon,01:00,93,"['John McIntyre Rm 201', 'Kelvin Hall']","[100, 500]"
16454,D921472456,B33549E1,19,Wednesday,Morning,02:00,93,['St Andrews Gym Hall'],[110]
