,0,1,2,3,4,5,6,7,8,9
293,H7CMSGE1,23,True,James Watt Design Studio B,120,1116.0,4,66,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
294,H7CORGE1,10,True,John McIntyre Rm 208,120,926.0,4,22,40,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
295,H7CSERE1,2,True,Joseph Black A504,120,916.0,4,20,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
296,H7CSIME1,17,True,Joseph Black C407 (no lift),120,822.0,4,12,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
297,H7CSURE1,8,True,Kelvin Blg Rm 220,120,880.0,4,17,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
298,H81022E1,13,True,Kelvin Gallery,120,638.0,3,64,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
299,H81050E1,27,True,Kelvin Gallery,60,622.0,3,62,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
300,H82006E1,4,True,Fore,120,1452.0,5,61,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
301,H82024E1,13,True,Fore,120,1088.0,4,60,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
302,H82029E1,19,True,Fore,120,1460.0,5,63,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
303,H82046E1,5,True,Fore,120,1458.0,5,63,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
304,H83024E1,17,True,James Watt Design Studio B,120,1474.0,5,67,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
305,H8A009E1,14,True,Kelvin Blg Rm 220,120,1416.0,5,42,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
306,H8A011E1,22,True,John McIntyre Rm 201,120,632.0,3,63,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
307,H8B040E1,11,True,James Watt Design Studio B,120,1120.0,4,68,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
308,H8B045E1,26,True,Fore,120,1100.0,4,63,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
309,H8C001E1,25,True,Bute,120,222.0,2,32,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
310,H8C002E1,1,True,Gilbert Scott Conf Suite Rm 253,120,546.0,3,33,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
311,H8C019E1,19,True,WILTF,120,618.0,3,58,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
312,H8C039E1,2,True,Senate,120,1122.0,4,69,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
313,H8C043E1,10,True,Gilbert Scott Conf Suite Rm 253,120,552.0,3,34,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
314,HG1EM0E1,25,True,WILTF,120,1446.0,5,58,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
315,HG1J1AE1,26,True,Adam Smith 915,120,934.0,4,23,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
316,HG1J1BE1,1,True,Adam Smith 915,120,944.0,4,24,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
317,HG1S1CE1,7,True,Gilbert Scott Conf Suite Rm 253,120,890.0,4,18,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
318,HG2J3AE1,20,True,St Andrews Rm 237,120,980.0,4,29,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
319,HG2J3BE1,7,True,Gilbert Scott Conf Suite Rm 355 (no lift),120,978.0,4,29,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
320,HG2J3DE1,4,True,Gilbert Scott Conf Suite Rm 355 (no lift),120,966.0,4,27,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
321,HG2J4AE1,26,True,Gilbert Scott Conf Suite Rm 355 (no lift),120,976.0,4,28,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
322,HG2S3EE1,14,True,Joseph Black A504,120,1550.0,6,23,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
323,HG3J5BE1,10,True,Gilbert Scott Conf Suite Rm 356,120,410.0,3,14,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
324,HG3J5GE1,25,True,Adam Smith 915,120,346.0,3,8,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
325,HG3S5EE1,4,True,WILTF,150,448.0,3,19,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
326,HGBEM3E1,6,True,Kelvin Hall,120,1260.0,4,340,500,"[True, True, False, True, False, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
327,HGCEMAE1,4,True,John McIntyre Rm 208,120,732.0,4,2,40,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
328,HGCEMBE1,8,True,Gilbert Scott Conf Suite Rm 253,120,1018.0,4,38,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
329,HGCEMCE1,1,True,John McIntyre Rm 208,120,756.0,4,6,40,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
330,HGCEMME1,6,True,John McIntyre Rm 201,120,1492.0,5,90,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
331,J1A102E1,8,True,St Andrews Rm 227 ,120,1426.0,5,45,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
332,J1A110E1,2,True,St Andrews Rm 227 ,120,1418.0,5,43,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
333,J1A111E1,14,True,WILT 112,120,1424.0,5,44,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
334,J1A112E1,14,True,Bute,120,56.0,1,11,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
335,J1A202E1,20,True,WILT 112,120,1422.0,5,44,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
336,J1A203E1,26,True,WILT 112,90,1432.0,5,48,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
337,J1B109E1,20,True,WILT 112,120,1430.0,5,47,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
338,J1B111E1,26,True,WILTF,120,1442.0,5,56,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
339,J1B113E1,5,True,WILT 112,120,1428.0,5,47,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
340,J1B115E1,20,True,Joseph Black C407 (no lift),120,1304.0,5,11,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
341,J1B116E1,19,True,Adam Smith 915,120,1302.0,5,11,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
342,J1B117E1,7,True,WILTF,120,1450.0,5,59,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
343,J1B203E1,2,True,St Andrews Rm 237,120,1300.0,5,11,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
344,J1C106E1,1,True,St Andrews Gym Hall,120,74.0,1,20,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
345,J1C111E1,13,True,Rankine 601,120,1006.0,4,35,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
346,J1C112E1,2,True,St Andrews Rm 234,120,1012.0,4,37,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
347,J1C116E1,17,True,Rankine 630,120,800.0,4,10,55,"[True, True, True, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
348,J1C119E1,4,True,Kelvin Blg Rm 220,120,96.0,1,40,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
349,J1C122E1,25,True,Gilbert Scott Conf Suite Rm 253,120,798.0,4,10,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
350,J1C125E1,10,True,Adam Smith 915,180,818.0,4,11,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
351,J1C205E1,16,True,Gilbert Scott Conf Suite Rm 251,120,812.0,4,11,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
352,J1C227E1,23,True,St Andrews Rm 234,120,878.0,4,17,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
353,J51IMAE1,19,True,St Andrews Rm 227 ,120,598.0,3,47,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
354,J51R01E1,20,True,OTC,120,1198.0,4,104,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
355,J52EMME1,11,True,Rankine 601,120,1404.0,5,36,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
356,J5BORME1,25,True,Gilbert Scott Conf Suite Rm 251,120,1314.0,5,12,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
357,J5BSMAE1,2,True,Gilbert Scott Conf Suite Rm 251,120,1328.0,5,14,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
358,J5BSTME1,23,True,WILT 112,120,1414.0,5,42,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
359,J5CCCEE1,14,True,James Watt Design Studio A,120,522.0,3,29,54,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
360,J5CCRME1,19,True,Adam Smith 915,120,952.0,4,25,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
361,J5CMUSE1,20,True,Kelvin Blg Rm 323/324,120,594.0,3,46,50,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
362,K1AEU1E1,8,True,James Watt Design Studio A,120,1436.0,5,53,54,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
363,K1AHWAE2,27,True,WILTF,50,1562.0,6,58,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
364,K1ATS1E1,8,True,Rankine 630,120,1560.0,6,54,55,"[True, True, True, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
365,K1BACOE1,25,True,Bute,120,108.0,1,52,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
366,K1BBS1E1,14,True,OTC,120,102.0,1,48,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
367,K41110E1,21,True,WILTF,90,532.0,3,31,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
368,K41210E1,15,True,Rankine 601,90,1386.0,5,30,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
369,K42120E1,2,True,Gilbert Scott Conf Suite Rm 253,90,530.0,3,31,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
370,K43100E1,15,True,Rankine 630,90,506.0,3,28,55,"[True, True, True, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
371,K4C110E1,1,True,Rankine 630,90,574.0,3,42,55,"[True, True, True, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
372,K4C120E1,7,True,St Andrews Rm 227 ,90,572.0,3,42,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
373,K4C140E1,14,True,WILT 112,90,588.0,3,43,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
374,K4P100E1,27,True,Joseph Black A504,90,416.0,3,16,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
375,L11100E1,27,True,Hunter East,180,704.0,3,160,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True]"
376,L11101E1,25,True,Hunter West,90,284.0,2,126,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
377,L11102E1,14,True,Fore,90,628.0,3,63,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
378,L11110E1,2,True,Gilbert Scott Conf Suite Rm 356,120,490.0,3,25,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
379,L11111E1,4,True,Gilbert Scott Conf Suite Rm 250,120,540.0,3,32,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
380,L11120E1,8,True,OTC,90,666.0,3,89,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
381,L11130E1,23,True,Gilbert Scott Conf Suite Rm 356,90,408.0,3,14,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
382,L11140E1,8,True,Rankine 601,90,996.0,4,32,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
383,L11150E1,15,True,WILTF,90,616.0,3,56,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
384,L12302E1,23,True,OTC,120,1202.0,4,107,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
385,L12303E1,20,True,Hunter West,60,1530.0,5,137,195,"[True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
386,L12330E1,14,True,Rankine 601,120,1004.0,4,35,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
387,L12404E1,8,True,St Andrews Gym Hall,60,1200.0,4,105,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
388,L13502E1,1,True,WILTF,90,1084.0,4,58,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
389,L13503E1,19,True,WILT 112,120,578.0,3,42,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
390,L13504E1,26,True,WILT 112,90,1044.0,4,46,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
391,L13505E1,7,True,Randolph,120,650.0,3,68,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
392,L13507E1,24,True,James Watt Design Studio B,90,1108.0,4,64,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
393,L13508E1,9,True,Rankine 629,90,1068.0,4,52,53,"[True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
394,L13509E1,13,True,Kelvin Blg Rm 323/324,90,224.0,2,33,50,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
395,L13510E1,16,True,Gilbert Scott Conf Suite Rm 253,120,810.0,4,11,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
396,L13511E1,2,True,St Andrews Rm 234,120,776.0,4,8,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
397,L13516E1,17,True,Adam Smith 915,90,914.0,4,20,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
398,L13520E1,26,True,St Andrews Rm 234,120,856.0,4,15,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
399,L13521E1,16,True,Kelvin Gallery,120,206.0,2,20,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
400,L31004E1,23,True,John McIntyre Rm 201,120,1488.0,5,88,100,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
401,L31005E1,9,True,James Watt Design Studio B,120,1578.0,7,68,69,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
402,L31013E1,10,True,Sir Charles Wilson,120,264.0,2,59,60,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
403,L31073E1,17,True,Senate,120,310.0,3,1,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
404,L31097E1,5,True,Fore,120,1456.0,5,62,64,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
405,L31107E1,22,True,WILT 112,120,1556.0,6,48,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
406,L31109E1,16,True,Kelvin Hall,120,258.0,2,52,500,"[True, True, False, True, False, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
407,L3B015E1,5,True,Gilbert Scott Conf Suite Rm 250,120,550.0,3,34,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
408,L3B021E1,16,True,Rankine 601,120,984.0,4,30,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
409,L3B026E1,2,True,Gilbert Scott Conf Suite Rm 355 (no lift),120,500.0,3,26,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
410,L3B030E1,6,True,Rankine 629,90,210.0,2,27,53,"[True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
411,L3B032E1,11,True,WILT 112,120,1052.0,4,48,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
412,L3B036E1,23,True,Sir Charles Wilson,120,80.0,1,25,60,"[True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
413,L3B046E1,26,True,Joseph Black C407 (no lift),90,920.0,4,21,25,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
414,L3B049E1,8,True,Rankine 601,90,232.0,2,35,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
415,L3B090E1,20,True,Rankine 601,120,1000.0,4,32,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
416,L3B100E1,18,True,James Watt Design Studio A,90,464.0,3,21,54,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
417,L3C064E1,10,True,Bute,120,8.0,0,18,230,"[True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True]"
418,L3C086E1,25,True,Rankine 630,120,104.0,1,50,55,"[True, True, True, True, False, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
419,L81112E1,1,True,St Andrews Gym Hall,120,668.0,3,89,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
420,L81122E1,1,True,OTC,120,1502.0,5,104,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True]"
421,L82111E1,25,True,Senate,120,1476.0,5,70,80,"[True, True, False, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
422,L82113E1,3,True,Randolph,90,1568.0,6,75,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
423,L82120E1,19,True,Kelvin Blg Rm 220,90,240.0,2,46,50,"[True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
424,L82121E1,14,True,St Andrews Rm 237,90,1552.0,6,26,30,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
425,L82124E1,18,True,St Andrews Gym Hall,90,118.0,2,1,110,"[True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
426,L82125E1,11,True,Randolph,120,276.0,2,83,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
427,L82132E1,27,True,Rankine 601,90,1402.0,5,36,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
428,L83115E1,23,True,Rankine 629,120,256.0,2,52,53,"[True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
429,L83118E1,26,True,St Andrews Rm 234,120,484.0,3,24,40,"[True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
430,L83120E1,26,True,Gilbert Scott Conf Suite Rm 251,120,1326.0,5,14,15,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
431,L83121E1,16,True,Randolph,120,154.0,2,8,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
432,L83160E1,8,True,Randolph,180,274.0,2,82,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
433,LK10FAE1,21,True,St Andrews Rm 227 ,60,1554.0,6,44,50,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True]"
434,LK10GAE1,1,True,Rankine 629,60,248.0,2,50,53,"[True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True]"
435,LK10IAE1,1,True,WILTF,60,1070.0,4,53,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
436,LK10JAE1,24,True,WILTF,60,1082.0,4,58,60,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
437,LK10KBE1,9,True,59 Oakfield Ave Rm 302 (no lift),60,748.0,4,6,10,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
438,LK10RAE1,14,True,Adam Smith 915,60,862.0,4,16,26,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]"
439,LK10SAE1,1,True,Randolph,60,1130.0,4,74,85,"[True, True, False, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, True, False, True, True, False, True, True, True]"
440,LK44FAE1,15,True,Rankine 601,180,1396.0,5,32,37,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
441,LK44GAE1,19,True,Gilbert Scott Conf Suite Rm 250,180,816.0,4,11,40,"[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True]"
